timestamp,heart_rate,,,,,
2024-11-22T09:51:38,147,,,,,
2024-11-22T09:51:42,148,,,,,
2024-11-22T09:51:49,147,,,,,
2024-11-22T09:51:51,146,,,,,
2024-11-22T09:51:53,145,,,,,
2024-11-22T09:51:56,144,,,,,
2024-11-22T09:51:59,143,,,,,
2024-11-22T09:52:03,144,,,,,
2024-11-22T09:52:04,145,,,,,
2024-11-22T09:52:08,146,,,,,
2024-11-22T09:52:15,145,,,,,
2024-11-22T09:52:21,144,,,,,
2024-11-22T09:52:24,143,,,,,
2024-11-22T09:52:25,142,,,,,
2024-11-22T09:52:27,141,,,,,
2024-11-22T09:52:31,140,,,,,
2024-11-22T09:52:33,141,,,,,
2024-11-22T09:52:36,142,,,,,
2024-11-22T09:52:43,143,,,,,
2024-11-22T09:52:45,144,,,,,
2024-11-22T09:52:49,145,,,,,
2024-11-22T09:52:51,146,,,,,
2024-11-22T09:52:53,147,,,,,
2024-11-22T09:52:55,148,,,,,
2024-11-22T09:52:59,149,,,,,
2024-11-22T09:53:00,148,,,,,
2024-11-22T09:53:04,149,,,,,
2024-11-22T09:53:08,150,,,,,
2024-11-22T09:53:09,151,,,,,
2024-11-22T09:53:13,149,,,,,
2024-11-22T09:53:14,148,,,,,
2024-11-22T09:53:17,149,,,,,
2024-11-22T09:53:18,150,,,,,
2024-11-22T09:53:22,149,,,,,
2024-11-22T09:53:24,148,,,,,
2024-11-22T09:53:26,146,,,,,
2024-11-22T09:53:28,145,,,,,
2024-11-22T09:53:30,146,,,,,
2024-11-22T09:53:32,145,,,,,
2024-11-22T09:53:34,144,,,,,
2024-11-22T09:53:35,143,,,,,
2024-11-22T09:53:36,140,,,,,
2024-11-22T09:53:37,138,,,,,
2024-11-22T09:53:40,139,,,,,
2024-11-22T09:53:42,138,,,,,
2024-11-22T09:53:43,137,,,,,
2024-11-22T09:53:45,136,,,,,
2024-11-22T09:53:46,134,,,,,
2024-11-22T09:53:47,128,,,,,
2024-11-22T09:53:48,125,,,,,
2024-11-22T09:53:49,123,,,,,
2024-11-22T09:53:54,124,,,,,
2024-11-22T09:53:57,123,,,,,
2024-11-22T09:53:59,124,,,,,
2024-11-22T09:54:01,125,,,,,
2024-11-22T09:54:02,124,,,,,
2024-11-22T09:54:06,123,,,,,
2024-11-22T09:54:11,124,,,,,
2024-11-22T09:54:16,125,,,,,
2024-11-22T09:54:17,126,,,,,
2024-11-22T09:54:18,127,,,,,
2024-11-22T09:54:21,128,,,,,
2024-11-22T09:54:31,127,,,,,
2024-11-22T09:54:33,128,,,,,
2024-11-22T09:54:34,127,,,,,
2024-11-22T09:54:35,128,,,,,
2024-11-22T09:54:37,127,,,,,
2024-11-22T09:54:44,128,,,,,
2024-11-22T09:54:46,129,,,,,
2024-11-22T09:54:50,128,,,,,
2024-11-22T09:54:51,129,,,,,
2024-11-22T09:54:53,130,,,,,
2024-11-22T09:54:54,131,,,,,
2024-11-22T09:54:55,132,,,,,
2024-11-22T09:54:57,133,,,,,
2024-11-22T09:55:01,134,,,,,
2024-11-22T09:55:02,133,,,,,
2024-11-22T09:55:09,134,,,,,
2024-11-22T09:55:20,135,,,,,
2024-11-22T09:55:27,136,,,,,
2024-11-22T09:55:29,135,,,,,
2024-11-22T09:55:31,136,,,,,
2024-11-22T09:55:39,137,,,,,
2024-11-22T09:55:40,136,,,,,
2024-11-22T09:55:45,137,,,,,
2024-11-22T09:55:47,138,,,,,
2024-11-22T09:55:49,139,,,,,
2024-11-22T09:55:51,140,,,,,
2024-11-22T09:55:53,141,,,,,
2024-11-22T09:55:55,143,,,,,
2024-11-22T09:55:56,142,,,,,
2024-11-22T09:56:02,141,,,,,
2024-11-22T09:56:10,140,,,,,
2024-11-22T09:56:12,139,,,,,
2024-11-22T09:56:16,138,,,,,
2024-11-22T09:56:17,137,,,,,
2024-11-22T09:56:18,135,,,,,
2024-11-22T09:56:19,134,,,,,
2024-11-22T09:56:21,133,,,,,
2024-11-22T09:56:27,134,,,,,
2024-11-22T09:56:33,136,,,,,
2024-11-22T09:56:34,139,,,,,
2024-11-22T09:56:35,141,,,,,
2024-11-22T09:56:39,140,,,,,
2024-11-22T09:56:40,137,,,,,
2024-11-22T09:56:41,135,,,,,
2024-11-22T09:56:42,134,,,,,
2024-11-22T09:56:43,135,,,,,
2024-11-22T09:56:46,134,,,,,
2024-11-22T09:56:48,133,,,,,
2024-11-22T09:56:58,132,,,,,
2024-11-22T09:56:59,131,,,,,
2024-11-22T09:57:00,132,,,,,
2024-11-22T09:57:08,133,,,,,
2024-11-22T09:57:19,134,,,,,
2024-11-22T09:57:24,133,,,,,
2024-11-22T09:57:34,132,,,,,
2024-11-22T09:57:36,133,,,,,
2024-11-22T09:57:38,132,,,,,
2024-11-22T09:57:43,133,,,,,
2024-11-22T09:57:47,134,,,,,
2024-11-22T09:57:49,135,,,,,
2024-11-22T09:57:51,137,,,,,
2024-11-22T09:57:52,138,,,,,
2024-11-22T09:57:56,139,,,,,
2024-11-22T09:57:59,140,,,,,
2024-11-22T09:58:02,141,,,,,
2024-11-22T09:58:04,142,,,,,
2024-11-22T09:58:05,143,,,,,
2024-11-22T09:58:06,144,,,,,
2024-11-22T09:58:07,145,,,,,
2024-11-22T09:58:08,146,,,,,
2024-11-22T09:58:09,147,,,,,
2024-11-22T09:58:11,148,,,,,
